~~NOTOC~~
======Moves======
<WRAP leftalign>
<button type="success" size="lg">[[dex:pokedex|Return to the main Pokédex Navigation page]]</button>
</WRAP>
\\

Use the Search option in this section to browse within the table. You can also sort the table alphabetically by clicking on a column's title.

Click on a link to access the section of the corresponding move.

<datatables buttons='[]'>
<WRAP tablewidth 100%>
^ All Moves ^^
^ Name ^ Type ^ Category ^ Power ^ Acc ^ PP ^
| **[[movedex:1|Absorb]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 20 | 100 | 25 |
| **[[movedex:497|Order Up]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:498|Origin Pulse]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 110 | 85 | 10 |
| **[[movedex:499|Outrage]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 10 |
| **[[movedex:500|Overdrive]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:501|Overheat]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 130 | 90 | 5 |
| **[[movedex:502|Pain Split]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:503|Parabolic Charge]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 100 | 20 |
| **[[movedex:504|Parting Shot]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:505|Pay Day]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 20 |
| **[[movedex:506|Payback]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 10 |
| **[[movedex:507|Peck]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 35 | 100 | 35 |
| **[[movedex:508|Perish Song]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:509|Petal Blizzard]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:510|Petal Dance]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 100 | 10 |
| **[[movedex:511|Phantom Force]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:512|Photon Geyser]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:513|Pika Papow]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | — | 20 |
| **[[movedex:514|Pin Missile]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 25 | 95 | 20 |
| **[[movedex:515|Plasma Fists]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 100 | 15 |
| **[[movedex:516|Play Nice]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:517|Play Rough]]** | {{gameplay:types:en_Fairy.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 90 | 10 |
| **[[movedex:518|Pluck]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 20 |
| **[[movedex:519|Poison Fang]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 15 |
| **[[movedex:520|Poison Gas]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 90 | 40 |
| **[[movedex:521|Poison Jab]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 20 |
| **[[movedex:522|Poison Powder]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 75 | 35 |
| **[[movedex:523|Poison Sting]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 15 | 100 | 35 |
| **[[movedex:524|Poison Tail]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 25 |
| **[[movedex:525|Pollen Puff]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:526|Poltergeist]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 110 | 90 | 5 |
| **[[movedex:527|Population Bomb]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 20 | 90 | 10 |
| **[[movedex:528|Pounce]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 20 |
| **[[movedex:529|Pound]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 35 |
| **[[movedex:530|Powder]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:531|Powder Snow]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 40 | 100 | 25 |
| **[[movedex:532|Power Gem]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 20 |
| **[[movedex:533|Power Shift]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:534|Power Split]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:535|Power Swap]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:536|Power Trick]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:537|Power Trip]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 20 | 100 | 10 |
| **[[movedex:538|Power Whip]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 85 | 10 |
| **[[movedex:539|Power-Up Punch]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 20 |
| **[[movedex:540|Precipice Blades]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 85 | 10 |
| **[[movedex:541|Present]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 90 | 15 |
| **[[movedex:542|Prismatic Laser]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 160 | 100 | 10 |
| **[[movedex:543|Protect]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:544|Psybeam]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 100 | 20 |
| **[[movedex:545|Psyblade]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:546|Psych Up]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:547|Psychic]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:548|Psychic Fangs]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 85 | 100 | 10 |
| **[[movedex:549|Psychic Noise]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 75 | 100 | 10 |
| **[[movedex:550|Psychic Terrain]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:551|Psycho Boost]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 140 | 90 | 5 |
| **[[movedex:552|Psycho Cut]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 20 |
| **[[movedex:553|Psycho Shift]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:554|Psyshield Bash]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 90 | 10 |
| **[[movedex:555|Psyshock]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:556|Psystrike]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 10 |
| **[[movedex:557|Psywave]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:558|Punishment]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 5 |
| **[[movedex:559|Purify]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:560|Pursuit]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 20 |
| **[[movedex:561|Pyro Ball]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 90 | 5 |
| **[[movedex:562|Quash]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:563|Quick Attack]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 30 |
| **[[movedex:564|Quick Guard]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:565|Quiver Dance]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:566|Rage]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 20 | 100 | 20 |
| **[[movedex:567|Rage Fist]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 10 |
| **[[movedex:568|Rage Powder]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:569|Raging Bull]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:570|Raging Fury]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 10 |
| **[[movedex:571|Rain Dance]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:572|Rapid Spin]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 100 | 40 |
| **[[movedex:573|Razor Leaf]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 55 | 95 | 25 |
| **[[movedex:574|Razor Shell]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 95 | 10 |
| **[[movedex:575|Razor Wind]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 10 |
| **[[movedex:576|Recover]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:577|Recycle]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:578|Reflect]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:579|Reflect Type]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:580|Refresh]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:581|Relic Song]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 75 | 100 | 10 |
| **[[movedex:582|Rest]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:583|Retaliate]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 5 |
| **[[movedex:584|Return]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:585|Revelation Dance]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:586|Revenge]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 10 |
| **[[movedex:587|Reversal]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:588|Revival Blessing]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 1 |
| **[[movedex:589|Rising Voltage]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 70 | 100 | 20 |
| **[[movedex:590|Roar]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:591|Roar of Time]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 150 | 90 | 5 |
| **[[movedex:592|Rock Blast]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 25 | 90 | 10 |
| **[[movedex:593|Rock Climb]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 85 | 20 |
| **[[movedex:594|Rock Polish]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 20 |
| **[[movedex:595|Rock Slide]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 75 | 90 | 10 |
| **[[movedex:596|Rock Smash]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 15 |
| **[[movedex:597|Rock Throw]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 50 | 90 | 15 |
| **[[movedex:598|Rock Tomb]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 95 | 15 |
| **[[movedex:599|Rock Wrecker]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 150 | 90 | 5 |
| **[[movedex:600|Role Play]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:601|Rolling Kick]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 85 | 15 |
| **[[movedex:602|Rollout]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 30 | 90 | 20 |
| **[[movedex:603|Roost]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:604|Rototiller]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:605|Round]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 100 | 15 |
| **[[movedex:606|Ruination]]** | {{gameplay:types:en_Dark.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 90 | 10 |
| **[[movedex:607|Sacred Fire]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 95 | 5 |
| **[[movedex:608|Sacred Sword]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 90 | 100 | 15 |
| **[[movedex:609|Safeguard]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 25 |
| **[[movedex:610|Salt Cure]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 15 |
| **[[movedex:611|Sand Attack]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:612|Sand Tomb]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 35 | 85 | 15 |
| **[[movedex:613|Sandsear Storm]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 80 | 10 |
| **[[movedex:614|Sandstorm]]** | {{gameplay:types:en_Rock.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:615|Sappy Seed]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 100 | 90 | 10 |
| **[[movedex:616|Scald]]** | {{gameplay:types:en_Water.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:617|Scale Shot]]** | {{gameplay:types:en_Dragon.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 25 | 90 | 20 |
| **[[movedex:618|Scary Face]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 10 |
| **[[movedex:619|Scorching Sands]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 70 | 100 | 10 |
| **[[movedex:620|Scratch]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 35 |
| **[[movedex:621|Screech]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 85 | 40 |
| **[[movedex:622|Searing Shot]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 100 | 100 | 5 |
| **[[movedex:623|Secret Power]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 20 |
| **[[movedex:624|Secret Sword]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 85 | 100 | 10 |
| **[[movedex:625|Seed Bomb]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:626|Seed Flare]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 120 | 85 | 5 |
| **[[movedex:627|Seismic Toss]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | — | 100 | 20 |
| **[[movedex:628|Self-Destruct]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 200 | 100 | 5 |
| **[[movedex:629|Shadow Ball]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 80 | 100 | 15 |
| **[[movedex:630|Shadow Bone]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 85 | 100 | 10 |
| **[[movedex:631|Shadow Claw]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 15 |
| **[[movedex:632|Shadow Force]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 120 | 100 | 5 |
| **[[movedex:633|Shadow Punch]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | — | 20 |
| **[[movedex:634|Shadow Sneak]]** | {{gameplay:types:en_Ghost.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 40 | 100 | 30 |
| **[[movedex:635|Sharpen]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 30 |
| **[[movedex:636|Shed Tail]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:637|Sheer Cold]]** | {{gameplay:types:en_Ice.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | — | 30 | 5 |
| **[[movedex:638|Shell Side Arm]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 90 | 100 | 10 |
| **[[movedex:639|Shell Smash]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 15 |
| **[[movedex:640|Shell Trap]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 150 | 100 | 5 |
| **[[movedex:641|Shelter]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:642|Shift Gear]]** | {{gameplay:types:en_Steel.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:643|Shock Wave]]** | {{gameplay:types:en_Electric.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | — | 20 |
| **[[movedex:644|Shore Up]]** | {{gameplay:types:en_Ground.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:645|Signal Beam]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 75 | 100 | 15 |
| **[[movedex:646|Silk Trap]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:647|Silver Wind]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 60 | 100 | 5 |
| **[[movedex:648|Simple Beam]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 100 | 15 |
| **[[movedex:649|Sing]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 55 | 15 |
| **[[movedex:650|Sizzly Slide]]** | {{gameplay:types:en_Fire.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 20 |
| **[[movedex:651|Sketch]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 1 |
| **[[movedex:652|Skill Swap]]** | {{gameplay:types:en_Psychic.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:653|Skitter Smack]]** | {{gameplay:types:en_Bug.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 90 | 10 |
| **[[movedex:654|Skull Bash]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 130 | 100 | 10 |
| **[[movedex:655|Sky Attack]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 140 | 90 | 5 |
| **[[movedex:656|Sky Drop]]** | {{gameplay:types:en_Flying.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 60 | 100 | 10 |
| **[[movedex:657|Sky Uppercut]]** | {{gameplay:types:en_Fighting.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 85 | 90 | 15 |
| **[[movedex:658|Slack Off]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 5 |
| **[[movedex:659|Slam]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 80 | 75 | 20 |
| **[[movedex:660|Slash]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Physical.png?nolink&40}} | 70 | 100 | 20 |
| **[[movedex:661|Sleep Powder]]** | {{gameplay:types:en_Grass.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | 75 | 15 |
| **[[movedex:662|Sleep Talk]]** | {{gameplay:types:en_Normal.png?nolink&40}} | {{:gameplay:types:move_Status.png?nolink&40}} | — | — | 10 |
| **[[movedex:663|Sludge]]** | {{gameplay:types:en_Poison.png?nolink&40}} | {{:gameplay:types:move_Special.png?nolink&40}} | 65 | 100 | 20 |
